compl,accel,decel,result,cluster_ca,cluster_cd,cluster_ad,cluster_cad
5,5,5,100,9,7,2,2
5,5,5,99,9,7,2,2
5,4,5,99,9,7,2,2
4,5,5,99,9,7,2,2
4,5,5,99,9,7,2,2
5,5,5,99,9,7,2,2
5,5,5,98,9,7,2,2
5,5,5,98,9,7,2,2
5,5,5,98,9,7,2,2
4,5,5,98,9,7,2,2
4,4,4,97,12,14,2,2
5,5,5,97,9,7,2,2
4,5,5,97,9,7,2,2
4,5,5,96,9,7,2,2
5,5,5,95,9,7,2,2
5,5,5,95,9,7,2,2
4,5,5,95,9,7,2,2
5,3,3,95,8,14,2,2
5,5,3,95,12,14,2,2
4,5,5,94,9,7,2,2
5,5,5,94,9,7,2,2
5,1,5,94,5,14,1,2
5,5,5,94,9,7,2,2
5,5,5,94,9,7,2,2
5,5,5,92,9,7,2,2
4,4,4,92,12,14,2,2
5,3,4,92,9,7,2,2
5,5,5,92,9,7,2,2
5,5,5,91,9,7,2,2
5,5,4,91,9,7,2,2
4,4,4,91,12,14,2,2
5,5,5,90,9,7,2,2
5,4,4,90,9,7,2,2
5,5,5,90,9,7,2,2
4,5,4,89,12,14,2,2
5,3,4,89,9,7,2,2
4,5,5,89,9,7,2,2
4,5,4,89,12,14,2,2
4,5,4,89,12,14,2,2
4,5,4,89,12,14,2,2
4,5,4,88,12,14,2,2
5,5,5,88,9,7,2,2
4,5,5,88,9,7,2,2
5,5,5,87,9,7,2,2
4,5,4,85,12,14,2,2
5,5,3,85,12,14,2,2
3,5,4,83,14,14,2,1
3,5,3,82,14,11,2,1
3,5,5,82,14,8,2,2
2,5,5,82,1,3,2,1
3,5,5,82,14,8,2,2
3,5,4,81,14,14,2,2
4,5,4,81,12,14,2,2
3,5,4,81,14,14,2,2
3,4,3,80,15,11,2,1
3,5,5,79,14,8,2,2
3,4,5,78,14,8,2,2
4,5,2,77,14,11,2,1
3,5,5,77,14,8,2,2
3,5,5,76,14,8,2,2
3,2,5,76,13,14,1,2
3,5,3,76,14,11,2,1
3,3,3,75,15,11,2,1
3,5,4,74,14,14,2,1
3,3,3,74,15,11,2,1
3,5,4,74,14,14,2,1
3,4,3,73,14,11,2,1
3,5,3,73,14,11,2,1
3,4,3,73,15,11,2,1
3,4,3,68,15,11,2,1
2,5,5,68,1,3,2,1
2,5,5,68,1,3,2,1
3,2,4,68,15,11,1,1
3,3,3,65,13,11,2,1
1,5,5,63,1,3,2,1
3,5,3,63,14,11,2,1
2,5,3,63,1,12,2,1
2,4,3,63,15,12,2,1
3,5,3,62,14,11,2,1
2,5,5,60,1,3,2,1
1,5,5,58,1,3,2,1
3,3,1,56,13,9,1,3
3,3,1,56,13,9,1,3
2,5,3,55,1,12,2,1
1,1,5,53,2,13,1,3
2,3,4,53,7,11,1,1
2,4,3,53,15,12,2,1
1,4,4,51,1,13,2,1
1,3,4,50,3,13,1,1
1,3,4,50,3,13,1,1
1,3,5,49,1,3,2,1
3,4,3,49,15,11,2,1
2,5,4,48,1,3,2,1
2,5,5,48,1,3,2,1
1,5,3,46,1,13,2,1
1,5,3,46,1,13,2,1
2,5,4,46,1,3,2,1
2,5,5,45,1,3,2,1
1,5,5,45,1,3,2,1
1,5,4,43,1,13,2,1
2,5,3,43,1,12,2,1
2,5,3,43,1,12,2,1
1,4,3,42,1,13,2,1
1,4,3,42,1,13,2,1
2,5,3,41,1,12,2,1
2,4,3,41,1,12,2,1
1,3,1,38,7,9,1,3
1,5,3,38,1,13,2,1
1,4,3,38,1,13,2,1
1,3,2,33,7,9,1,3
1,5,3,32,1,13,2,1
1,5,3,31,1,13,2,1
1,3,1,31,7,9,1,3
1,3,1,31,7,9,1,3
1,3,1,31,7,9,1,3
1,5,3,31,1,13,2,1
2,3,2,30,13,9,1,3
1,4,3,30,1,13,2,1
2,3,1,29,7,9,1,3
1,1,1,28,2,9,1,3
1,5,1,27,1,9,2,1
1,4,1,27,7,9,1,3
1,1,3,25,2,9,1,3
1,2,3,25,2,13,1,3
1,1,1,25,2,9,1,3
1,3,3,25,3,13,2,1
1,2,3,25,2,13,1,3
1,5,1,24,1,9,2,1
1,2,1,24,2,9,1,3
1,1,1,24,2,9,1,3
1,2,1,24,2,9,1,3
1,1,1,24,2,9,1,3
2,1,1,24,2,9,1,3
1,5,1,24,1,9,2,1
1,1,1,23,2,9,1,3
1,2,1,23,2,9,1,3
1,1,1,23,2,9,1,3
